Outcome Date,Animal ID,Name,Outcome Status,Euthanasia Reason,Type,Sex,Spayed/Neutered,Primary Breed,Primary Color,Secondary Color,Date of Birth,Intake Date,Days in Shelter
11/03/2025 05:40:00 PM,17454,Reign,Adopted,,Cat,Female,Yes,Siamese,Seal Point,Torti Point,06/15/2025 12:00:00 AM,10/28/2025 07:13:00 PM,5
09/22/2025 05:05:14 PM,15115,Cowgirl,Adopted,,Dog,Female,Yes,American Pit Bull Terrier,Brown,Black,09/08/2024 12:00:00 AM,09/08/2025 12:33:00 PM,14
11/21/2025 12:54:05 PM,9256,Twin,Adopted,,Dog,Female,Yes,American Pit Bull Terrier,White,Red,12/04/2024 12:00:00 AM,06/08/2025 12:58:00 PM,165
08/07/2025 09:24:00 AM,13086,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Flame Point,,08/01/2023 12:00:00 AM,08/01/2025 11:17:00 AM,5
06/14/2025 06:17:00 PM,8793,,Transfer Out,,Dog,Female,No,Labrador Retriever,Sable Fawn/Sooty,,05/12/2025 12:00:00 AM,06/02/2025 01:48:00 PM,12
05/06/2025 12:49:00 PM,6506,*KIT KAT,Adopted,,Dog,Male,Yes,Australian Cattle Dog,Tri Color,,04/15/2022 12:00:00 AM,04/10/2025 12:00:00 AM,26
07/30/2025 12:01:00 PM,11995,,Transfer Out,,Dog,Female,No,American Pit Bull Terrier,White,Black,06/23/2025 12:00:00 AM,07/14/2025 02:25:00 PM,15
07/31/2025 03:16:41 PM,8698,,Adopted,,Cat,Female,Yes,Domestic Medium Hair,Black,,04/15/2025 12:00:00 AM,06/10/2025 03:48:00 PM,50
08/22/2025 05:17:36 PM,12851,Patricia,Adopted Altered,,Dog,Female,yes,American Pit Bull Terrier,White,Brown,04/28/2025 12:00:00 AM,07/28/2025 11:47:00 AM,25
07/18/2025 12:09:00 PM,7787,Blues Clues,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,White,04/27/2025 12:00:00 AM,05/18/2025 01:04:00 PM,60
06/16/2025 09:18:00 AM,9660,,Unassisted Death,,Cat,Female,Unknown,Domestic Shorthair,Brown Tabby,White,06/12/2024 12:00:00 AM,06/12/2025 07:41:00 AM,4
07/18/2025 02:09:00 PM,12208,,Transfer Out,,Dog,Female,No,Australian Cattle Dog,White,Black,06/16/2025 12:00:00 AM,07/16/2025 03:28:00 PM,1
09/20/2025 04:26:00 PM,15692,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Brown Tabby,,08/15/2025 12:00:00 AM,09/19/2025 04:18:00 PM,1
09/23/2025 06:15:33 PM,12233,Mr Pibb,Adopted,,Dog,Male,yes,American Pit Bull Terrier,Grey,White,07/17/2024 12:00:00 AM,07/17/2025 08:49:00 AM,68
11/08/2025 05:00:00 PM,15613,Delila,Euthanized,Suffering,Cat,Female,No,Domestic Medium Hair,Black,White,09/18/2015 12:00:00 AM,09/18/2025 02:51:00 PM,51
09/01/2025 01:45:00 PM,14481,,Transfer Out,,Dog,Male,No,Poodle - Standard,Black,White,08/29/2020 12:00:00 AM,08/28/2025 10:05:00 AM,4
06/02/2025 06:38:19 PM,7836,Blue Moon,Adopted,,Cat,Male,yes,Domestic Shorthair,Grey,Grey,09/19/2024 12:00:00 AM,05/19/2025 11:48:00 AM,14
06/14/2025 06:17:00 PM,8792,,Transfer Out,,Dog,Female,No,Labrador Retriever,White,,05/12/2025 12:00:00 AM,06/02/2025 01:48:00 PM,12
07/15/2025 06:26:56 PM,10888,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,,03/26/2025 12:00:00 AM,06/26/2025 11:18:00 AM,19
10/14/2025 12:23:10 PM,13983,,Adopted,,Cat,Male,Yes,Domestic Shorthair,Blue,,06/18/2025 12:00:00 AM,08/18/2025 12:25:00 PM,56
08/08/2025 04:11:00 PM,13087,,Transfer Out,,Dog,Male,No,American Pit Bull Terrier,Tan,White,08/01/2023 12:00:00 AM,08/01/2025 11:12:00 AM,7
07/28/2025 02:51:00 PM,10701,Daisy,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,,05/06/2025 12:00:00 AM,06/24/2025 12:27:00 PM,34
06/10/2025 01:57:00 PM,8771,,Adopted,,Cat,Male,Yes,Domestic Medium Hair,Brown Tabby,White,03/31/2025 12:00:00 AM,06/02/2025 12:13:00 PM,8
06/24/2025 02:30:00 PM,9116,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Tortoiseshell,Muted Calico,04/12/2025 12:00:00 AM,06/06/2025 12:27:00 PM,18
11/15/2025 04:08:12 PM,17932,Odin,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,,11/09/2024 12:00:00 AM,11/09/2025 03:08:00 PM,6
10/07/2025 01:02:32 PM,9724,Calla,Adopted,,Dog,Female,Yes,Siberian Husky,Tan,,01/12/2025 12:00:00 AM,06/12/2025 01:49:00 PM,116
11/29/2025 03:29:00 PM,17977,Kira,Transfer Out,,Cat,Male,No,Domestic Shorthair,Blue,Tabby,08/27/2025 12:00:00 AM,11/10/2025 01:21:00 PM,19
07/12/2025 04:28:48 PM,6053,Fritz,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,,07/08/2019 12:00:00 AM,07/08/2024 12:00:00 AM,369
05/24/2025 06:10:00 PM,8020,Sara,Transfer Out,,Dog,Female,Yes,American Pit Bull Terrier,Blue,White,10/21/2023 12:00:00 AM,05/21/2025 02:13:00 PM,3
07/09/2025 10:41:00 PM,10759,Ncrs,Unassisted Death,,Mammal,Unknown,Unknown,Bat - Little Brown Myotis,Brown,Dark Grey,,06/25/2025 09:58:00 AM,14
11/14/2025 12:54:16 PM,15398,Wednesday,Adopted,,Dog,Female,Yes,German Shepherd,Black,Brown,05/14/2025 12:00:00 AM,09/14/2025 11:31:00 AM,61
10/04/2025 12:51:47 PM,15872,Aslan,Adopted,,Cat,Male,Yes,Domestic Medium Hair,Cream,Tabby,04/24/2023 12:00:00 AM,09/24/2025 11:19:00 AM,10
05/13/2025 12:39:00 PM,5966,CESAR,Adopted,,Cat,Male,Yes,Domestic Shorthair,Blue,,05/12/2021 12:00:00 AM,01/30/2025 12:00:00 AM,103
08/09/2025 05:10:21 PM,6226,Thurgood,Adopted,,Dog,Male,Yes,American Pit Bull Terrier,Tan,White,02/13/2023 12:00:00 AM,02/13/2025 12:00:00 AM,177
06/16/2025 04:42:41 PM,9589,,Adopted,,Cat,Male,yes,Siamese,Seal Point,White,04/16/2025 12:00:00 AM,06/11/2025 12:21:00 PM,5
11/07/2025 02:00:00 PM,17798,,Transfer Out,,Puppy,Unknown,Unknown,Labrador Retriever,Black,White,10/29/2025 12:00:00 AM,11/07/2025 01:27:00 PM,0
07/28/2025 12:08:00 PM,8580,,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,,04/05/2025 12:00:00 AM,05/30/2025 01:42:00 PM,58
07/16/2025 03:14:00 PM,12182,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Black,White,06/25/2025 12:00:00 AM,07/16/2025 01:06:00 PM,0
05/15/2025 06:15:00 PM,6550,,Adopted,,Cat,Male,yes,Domestic Shorthair,Grey Tabby,,03/11/2025 12:00:00 AM,04/14/2025 12:00:00 AM,31
08/26/2025 05:19:00 PM,14370,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,,,08/26/2025 03:45:00 PM,0
07/15/2025 05:41:36 PM,11363,,Adopted,,Cat,Male,yes,Domestic Shorthair,White,Black,05/07/2025 12:00:00 AM,07/02/2025 01:53:00 PM,13
09/09/2025 03:36:00 PM,15144,Moose,Reclaimed,,Dog,Male,No,Boston Terrier,Black,White,09/09/2019 12:00:00 AM,09/09/2025 09:08:00 AM,0
08/08/2025 12:42:00 AM,13476,,Unassisted Death,,Marsupial,Unknown,Unknown,Opossum,White,Grey,,08/08/2025 12:37:00 AM,0
10/16/2025 04:35:05 PM,16662,,Adopted Altered,,Cat,Female,yes,Domestic Shorthair,Blue,,08/11/2025 12:00:00 AM,10/11/2025 03:54:00 PM,5
11/21/2025 09:05:14 AM,15345,Lucky Lee,Adopted Altered,,Dog,Male,Yes,Norfolk Terrier,Red,,09/24/2022 12:00:00 AM,11/06/2025 05:34:00 PM,14
10/10/2025 03:07:00 PM,16209,,Transfer Out,,Dog,Male,No,Poodle - Miniature,White,,02/01/2025 12:00:00 AM,10/01/2025 03:28:00 PM,8
11/29/2025 04:14:00 PM,18253,Ira,Transfer Out,,Cat,Male,No,Domestic Shorthair,Cream Ginger Tabby,,11/18/2024 12:00:00 AM,11/18/2025 11:45:00 AM,11
07/05/2025 10:18:18 AM,8817,Rose,Adopted,,Cat,Female,Yes,Domestic Shorthair,Calico,White,04/28/2025 12:00:00 AM,06/02/2025 04:09:00 PM,32
05/14/2025 01:00:00 PM,6037,*SUNNY,Adopted,,Dog,Male,Yes,American Pit Bull Terrier,White,Brown,10/15/2022 12:00:00 AM,07/18/2024 12:00:00 AM,300
08/15/2025 04:50:00 PM,13884,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Tortoiseshell,,07/25/2025 12:00:00 AM,08/15/2025 03:04:00 PM,0
11/12/2025 06:55:31 PM,16186,,Adopted Altered,,Cat,Male,Yes,Domestic Shorthair,Black,White,09/07/2025 12:00:00 AM,10/01/2025 01:14:00 PM,42
06/18/2025 03:40:00 PM,6868,,Transfer Out,,Reptile,Unknown,No,Snake,Yellow,Brown,04/10/2023 12:00:00 AM,04/10/2025 12:00:00 AM,69
08/11/2025 12:40:00 PM,13607,,Unresolved File,,Cat,Unknown,Unknown,Domestic Shorthair,White,Tabby,12/11/2024 12:00:00 AM,08/11/2025 12:27:00 PM,0
06/07/2025 12:33:00 PM,9193,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Orange Tabby,,05/24/2025 12:00:00 AM,06/06/2025 08:48:00 PM,0
07/23/2025 05:19:37 PM,11967,,Adopted,,Dog,Female,yes,Great Pyrenees,White,Wheaten,05/14/2025 12:00:00 AM,07/14/2025 12:06:00 PM,9
09/27/2025 06:39:31 PM,13947,Marlboro,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,08/17/2019 12:00:00 AM,08/17/2025 12:09:00 PM,41
11/07/2025 03:42:00 PM,16696,Cupcake,Transfer Out,,Fowl,Unknown,Unknown,Chicken,Brown,,,10/12/2025 09:47:00 PM,25
06/17/2025 02:12:00 PM,8905,,Transfer Out,,Cat,Unknown,No,Domestic Shorthair,Brown Tabby,,06/02/2025 12:00:00 AM,05/25/2025 05:22:00 PM,22
07/11/2025 04:41:03 PM,10361,,Adopted,,Cat,Male,yes,Domestic Shorthair,Brown Tabby,,04/21/2025 12:00:00 AM,06/20/2025 11:58:00 AM,21
11/12/2025 07:13:11 PM,16077,Binx,Adopted Altered,,Cat,Male,yes,Domestic Shorthair,Black,,09/29/2022 12:00:00 AM,09/29/2025 11:49:00 AM,44
07/12/2025 12:57:00 PM,11697,,Transfer Out,,Cat,Female,No,Domestic Shorthair,White,Black,05/14/2025 12:00:00 AM,07/09/2025 12:17:00 PM,3
11/04/2025 11:05:42 AM,16550,Tim,Adopted Altered,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Brown Tabby,08/17/2025 12:00:00 AM,10/09/2025 11:47:00 AM,25
06/17/2025 09:13:00 AM,8250,,Adopted,,Fowl,Unknown,Unknown,Duck,Black,White,04/19/2025 12:00:00 AM,05/26/2025 11:17:00 AM,21
08/11/2025 06:43:00 PM,11750,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Blue,White,05/29/2025 12:00:00 AM,07/09/2025 06:08:00 PM,33
07/09/2025 10:54:00 AM,7302,*Jam,Transfer Out,,Cat,Female,No,Domestic Shorthair,Brown Tabby,,04/06/2025 12:00:00 AM,05/11/2025 09:50:00 AM,59
09/22/2025 05:20:15 PM,15495,,Adopted,,Cat,Female,yes,Domestic Shorthair,White,Black,06/16/2025 12:00:00 AM,09/16/2025 12:08:00 PM,6
05/20/2025 06:10:00 PM,7618,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Grey,White,03/20/2025 12:00:00 AM,05/15/2025 03:10:00 PM,5
09/04/2025 09:11:00 AM,14630,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Orange Tabby,,08/30/2023 12:00:00 AM,08/30/2025 01:37:00 PM,4
07/19/2025 05:05:00 PM,11014,Poppy,Adopted,,Cat,Female,No,Domestic Shorthair,Cream Ginger Tabby,White,04/27/2025 12:00:00 AM,06/27/2025 12:08:00 PM,22
06/16/2025 01:24:00 PM,9393,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Blue,,04/28/2025 12:00:00 AM,06/09/2025 02:22:00 PM,6
09/10/2025 05:32:00 PM,15022,Little,Reclaimed,,Dog,Female,Yes,American Pit Bull Terrier,Black,White,03/05/2018 12:00:00 AM,09/05/2025 03:04:00 PM,5
09/03/2025 06:36:31 PM,6170,Ella,Adopted,,Dog,Female,Yes,Pointer,Brown,White,01/14/2023 12:00:00 AM,07/21/2025 01:05:00 PM,44
10/30/2025 11:21:00 AM,17320,,Unassisted Death,,Kitten,Unknown,Unknown,Domestic Shorthair,White,,10/12/2025 12:00:00 AM,10/26/2025 08:16:00 AM,4
07/03/2025 04:29:00 PM,6329,Bridget,Adopted,,Dog,Female,Yes,Labrador Retriever,Brown Brindle,White,09/13/2024 12:00:00 AM,03/13/2025 12:00:00 AM,112
06/24/2025 02:30:00 PM,8750,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Brown Tabby,White,04/21/2025 12:00:00 AM,06/02/2025 11:13:00 AM,22
10/18/2025 03:03:32 PM,16773,Peanut,Adopted,,Cat,Male,Yes,Domestic Shorthair,Blue Ticked,,07/31/2025 12:00:00 AM,10/14/2025 11:09:00 AM,4
09/13/2025 01:59:00 PM,15352,Kat,Transfer Out,,Cat,Female,No,Domestic Shorthair,Cream Ginger Tabby,White,09/13/2022 12:00:00 AM,09/12/2025 09:18:00 PM,0
07/20/2025 11:35:00 AM,11817,Button,Adopted,,Cat,Male,No,Domestic Shorthair,Brown Tabby,,07/11/2024 12:00:00 AM,07/11/2025 07:29:00 AM,9
06/21/2025 04:59:00 PM,9600,Smokey,Adopted,,Dog,Male,Yes,Pomeranian,Cream,White,08/12/2024 12:00:00 AM,06/11/2025 01:07:00 PM,10
07/19/2025 12:01:16 PM,8777,,Adopted,,Cat,Male,Yes,Domestic Shorthair,White,Black,04/02/2025 12:00:00 AM,06/02/2025 12:29:00 PM,46
05/24/2025 12:05:00 PM,6382,*TRIXIE,Adopted,,Dog,Female,Yes,Schnauzer - Miniature,Black,,05/24/2024 12:00:00 AM,03/24/2025 12:00:00 AM,61
06/21/2025 03:58:00 PM,10272,,Reclaimed,,Cat,Female,Yes,Domestic Shorthair,Orange Tabby,,06/18/2024 12:00:00 AM,06/18/2025 03:58:00 PM,3
06/30/2025 04:09:19 PM,10385,,Adopted,,Cat,Female,yes,Domestic Shorthair,Orange Tabby,,03/21/2025 12:00:00 AM,06/20/2025 12:44:00 PM,10
11/01/2025 09:13:00 PM,16531,,Euthanized,Rabies Risk,Mammal,Unknown,Unknown,Raccoon,Black,Grey,,10/09/2025 10:04:00 AM,23
07/22/2025 03:14:00 PM,12471,Purple,Transfer Out,,Cat,Male,No,Domestic Shorthair,Lilac Point,,07/01/2025 12:00:00 AM,07/22/2025 06:49:00 AM,0
06/16/2025 04:12:23 PM,8126,Willow,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,White,05/25/2020 12:00:00 AM,05/23/2025 12:10:00 PM,24
09/23/2025 06:40:00 AM,15706,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Brown Tabby,White,09/20/2024 12:00:00 AM,09/20/2025 12:22:00 PM,2
07/15/2025 11:33:00 AM,11877,Stitch,Adopted,,Dog,Male,Yes,American Pit Bull Terrier,Tan,White,09/11/2024 12:00:00 AM,07/11/2025 02:16:00 PM,3
07/25/2025 01:50:00 PM,12595,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Cream Ginger Tabby,White,07/23/2023 12:00:00 AM,07/23/2025 11:10:00 AM,2
11/13/2025 04:55:00 PM,15417,Moonlight,Adopted,,Cat,Female,Yes,Domestic Shorthair,Calico,,10/01/2023 12:00:00 AM,10/01/2025 01:53:00 PM,43
08/13/2025 06:29:39 PM,13083,Rusty,Adopted Altered,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,,08/01/2019 12:00:00 AM,08/01/2025 09:38:00 AM,12
07/24/2025 04:53:27 PM,12361,Hershey,Adopted,,Dog,Female,Yes,Labradoodle,Chestnut,,07/19/2022 12:00:00 AM,07/19/2025 08:51:00 AM,5
05/29/2025 03:16:00 PM,8392,,Transfer Out,,Cat,Female,Unknown,Domestic Shorthair,Tortoiseshell,,05/17/2025 12:00:00 AM,05/28/2025 12:03:00 PM,1
09/12/2025 05:23:30 PM,13860,Delilah,Adopted,,Dog,Female,yes,Hound,Brown,White,04/12/2025 12:00:00 AM,09/04/2025 02:17:00 PM,8
07/30/2025 07:15:00 PM,12994,Migi,Reclaimed,,Dog,Female,Yes,Border Collie,Black,White,07/30/2023 12:00:00 AM,07/30/2025 05:10:00 PM,0
09/11/2025 12:26:00 PM,14769,,Transfer Out,,Dog,Female,No,Fox Terrier - Wire-haired,Brown,,09/02/2024 12:00:00 AM,09/02/2025 02:17:00 PM,8
11/12/2025 07:09:26 PM,17770,Marble Cake,Adopted Altered,,Cat,Female,yes,Domestic Medium Hair,Tortoiseshell,,01/05/2025 12:00:00 AM,11/05/2025 12:33:00 PM,7
07/27/2025 11:54:00 AM,9205,Natalie,Transfer Out,,Rabbit,Female,Yes,Bunny Rabbit,Cream,Black,,06/07/2025 12:30:00 PM,49
07/19/2025 01:19:00 PM,10841,Bugs,Adopted,,Cat,Female,Yes,Domestic Shorthair,Grey Tabby,White,06/25/2024 12:00:00 AM,06/25/2025 05:14:00 PM,23
08/02/2025 02:18:00 PM,10872,,Transfer Out,,Dog,Unknown,Unknown,American Pit Bull Terrier,Tan,,06/19/2025 12:00:00 AM,06/26/2025 11:03:00 AM,37
06/04/2025 06:49:00 PM,8910,,Transfer Out,,Cat,Male,Unknown,Domestic Shorthair,Black,Black,06/01/2025 12:00:00 AM,06/04/2025 07:10:00 AM,0
08/20/2025 04:17:34 PM,13160,Unknown,Adopted,,Cat,Female,yes,Domestic Shorthair,Brown Tabby,White,06/14/2025 12:00:00 AM,08/02/2025 08:52:00 AM,18
09/30/2025 05:41:00 PM,15106,Tootie,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,,06/30/2025 12:00:00 AM,09/08/2025 12:14:00 PM,22
10/04/2025 11:01:21 AM,9424,Knox,Adopted,,Dog,Male,Yes,Australian Kelpie,Black,Tan,06/09/2023 12:00:00 AM,06/09/2025 06:05:00 PM,116
11/21/2025 04:21:59 PM,17343,Sofia,Adopted,,Cat,Female,yes,Domestic Shorthair,Black,White,01/26/2025 12:00:00 AM,10/26/2025 03:51:00 PM,26
10/07/2025 07:03:00 PM,16226,Yanko,Transfer Out,,Dog,Male,No,Chihuahua - Smooth,Cream,White,04/02/2024 12:00:00 AM,10/02/2025 10:44:00 AM,5
07/10/2025 07:04:17 PM,7789,Curious George,Adopted Altered,,Cat,Male,Yes,Domestic Shorthair,Black,White,04/27/2025 12:00:00 AM,05/18/2025 01:04:00 PM,53
09/15/2025 05:31:00 PM,12782,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,,05/03/2025 12:00:00 AM,08/28/2025 10:08:00 AM,18
10/21/2025 06:33:31 PM,12857,Willie,Adopted,,Cat,Male,yes,Domestic Shorthair,White,Black,06/16/2025 12:00:00 AM,07/28/2025 12:42:00 PM,85
07/05/2025 03:56:00 PM,11316,Soldier,Reclaimed,,Dog,Male,No,German Shepherd,Black,Tan,12/01/2021 12:00:00 AM,07/01/2025 05:07:00 PM,3
09/27/2025 06:35:25 PM,15156,Rocky,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,07/09/2025 12:00:00 AM,09/09/2025 11:33:00 AM,18
11/17/2025 06:18:00 PM,18056,Rowe,Reclaimed,,Dog,Female,Yes,Labrador Retriever,Black,White,11/13/2020 12:00:00 AM,11/13/2025 01:11:00 AM,4
05/13/2025 11:35:00 AM,7247,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Brown Tabby,White,04/26/2025 12:00:00 AM,05/10/2025 07:52:00 AM,3
07/05/2025 11:55:00 AM,11013,,Adopted,,Cat,Female,No,Domestic Shorthair,Cream Ginger Tabby,White,04/27/2025 12:00:00 AM,06/27/2025 12:08:00 PM,7
08/23/2025 11:57:00 AM,14048,,Unassisted Death,Neonatal,Puppy,Unknown,Unknown,West Highland White Terrier,White,,07/29/2025 12:00:00 AM,08/19/2025 07:40:00 PM,3
10/14/2025 06:53:00 PM,16196,Yorithegreat,Reclaimed,,Dog,Male,Unknown,Catahoula Leopard Dog,Grey,Black,10/01/2021 12:00:00 AM,10/01/2025 01:36:00 PM,13
08/21/2025 12:46:00 PM,13279,Moonie,Transfer Out,,Cat,Female,No,Domestic Shorthair,BLUE TABBY,White,08/05/2024 12:00:00 AM,08/04/2025 03:38:00 PM,16
10/13/2025 06:36:00 PM,16453,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Muted Tortoiseshell,Black,07/07/2025 12:00:00 AM,10/07/2025 02:42:00 PM,6
08/16/2025 01:55:00 PM,6197,Bear,Adopted,,Dog,Male,Yes,American Pit Bull Terrier,Brown,,01/29/2024 12:00:00 AM,01/29/2025 12:00:00 AM,199
05/20/2025 12:00:00 PM,6542,*SUMMER,Adopted,,Cat,Female,Yes,Domestic Shorthair,Torbie,,03/11/2025 12:00:00 AM,04/14/2025 12:00:00 AM,36
11/26/2025 02:07:00 PM,18592,Charly,Reclaimed,,Dog,Male,Unknown,German Shepherd,Black,Brown,11/25/2023 12:00:00 AM,11/25/2025 01:04:00 PM,1
06/18/2025 12:36:00 PM,9527,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Black,White,05/21/2025 12:00:00 AM,06/10/2025 02:09:00 PM,7
10/30/2025 01:43:00 PM,16379,Rocky,Reclaimed,Court Order,Dog,Male,Unknown,Border Collie,Brown,White,10/06/2024 12:00:00 AM,10/23/2025 05:56:00 PM,6
06/04/2025 01:03:00 PM,8604,,Unassisted Death,,Kitten,Unknown,Unknown,Domestic Shorthair,Tabby,Brown,,05/30/2025 02:52:00 PM,4
06/30/2025 03:55:00 PM,10613,,Transfer Out,,Cat,Female,No,Domestic Shorthair,White,,05/19/2025 12:00:00 AM,06/23/2025 03:54:00 PM,7
11/25/2025 06:19:59 PM,18206,,Adopted,,Dog,Male,yes,Jack Russell Terrier,White,Brown,09/10/2025 12:00:00 AM,11/17/2025 12:28:00 PM,8
05/20/2025 04:58:00 PM,7659,Gus,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,03/16/2025 12:00:00 AM,05/16/2025 11:24:00 AM,4
09/25/2025 01:51:00 PM,11439,Sophie Howl,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,04/25/2025 12:00:00 AM,07/03/2025 01:46:00 PM,84
10/02/2025 02:00:00 PM,16200,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,,10/01/2023 12:00:00 AM,10/01/2025 01:53:00 PM,1
06/18/2025 07:30:00 AM,9770,,Euthanized,Trauma,Dog,Unknown,Unknown,Terrier,Black,,06/13/2023 12:00:00 AM,06/12/2025 10:10:00 PM,5
09/04/2025 06:37:08 PM,14262,,Adopted Altered,,Cat,Female,yes,Domestic Shorthair,Torbie,,05/30/2025 12:00:00 AM,08/25/2025 11:28:00 AM,10
10/28/2025 05:39:00 PM,5991,Lacy,Adopted,,Dog,Female,Yes,American Pit Bull Terrier,Tan,White,07/24/2022 12:00:00 AM,03/03/2025 12:00:00 AM,239
09/20/2025 03:46:00 PM,14912,,Unassisted Death,,Kitten,Male,No,Domestic Shorthair,Orange Tabby,White,08/07/2025 12:00:00 AM,09/04/2025 02:00:00 PM,16
10/31/2025 07:38:00 AM,17156,Squash,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,,02/23/2025 12:00:00 AM,10/22/2025 12:11:00 PM,8
11/01/2025 12:01:00 PM,13436,Starbuck,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,,08/07/2022 12:00:00 AM,08/07/2025 11:51:00 AM,86
06/20/2025 04:39:53 PM,8462,Glenda,Adopted,,Dog,Female,Yes,Chihuahua - Smooth,Brown,,06/03/2020 12:00:00 AM,05/29/2025 12:07:00 PM,22
07/20/2025 12:55:00 PM,12393,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Black,,06/29/2025 12:00:00 AM,07/20/2025 07:03:00 AM,0
06/13/2025 12:02:00 PM,9416,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Orange,06/09/2023 12:00:00 AM,06/09/2025 03:24:00 PM,3
09/02/2025 02:13:45 PM,5987,Ken Doll,Adopted,,Dog,Male,Yes,American Pit Bull Terrier,Cream,,01/17/2021 12:00:00 AM,01/17/2023 12:00:00 AM,959
11/12/2025 11:11:00 AM,17857,,Reclaimed,,Dog,Female,No,French Bulldog,Blue Merle,,11/07/2024 12:00:00 AM,11/07/2025 09:43:00 AM,5
10/08/2025 11:20:00 AM,12015,Frankie,Transfer Out,,Dog,Male,Yes,Labrador Retriever,Black,White,07/15/2020 12:00:00 AM,07/15/2025 10:17:00 AM,85
08/25/2025 05:44:00 PM,12778,Poppy,Adopted,,Dog,Female,Yes,American Pit Bull Terrier,White,Black,07/26/2023 12:00:00 AM,07/26/2025 02:33:00 PM,30
10/11/2025 03:02:00 PM,16405,Oshea,Transfer Out,,Dog,Male,No,Poodle - Standard,White,,05/06/2024 12:00:00 AM,10/06/2025 03:32:00 PM,4
06/12/2025 11:48:45 AM,7162,Andover,Adopted,,Dog,Male,Yes,German Shepherd,Black Brown,,05/08/2024 12:00:00 AM,05/08/2025 03:29:00 PM,34
08/21/2025 06:00:00 PM,6183,Smokey,Adopted,,Dog,Male,Yes,German Shepherd,Gold,,01/22/2023 12:00:00 AM,02/05/2025 12:00:00 AM,197
12/09/2025 11:12:00 AM,18966,,Transfer Out,,Dog,Male,No,Maltese Terrier,Cream,,12/06/2022 12:00:00 AM,12/05/2025 03:53:00 PM,3
01/10/2026 02:56:41 PM,18374,Bella,Adopted Altered,,Puppy,Female,Yes,American Staffordshire Terrier,Red,White,10/10/2025 12:00:00 AM,11/25/2025 05:02:00 PM,45
08/11/2025 04:17:47 PM,11393,Arya Stark,Adopted,,Cat,Female,yes,Domestic Shorthair,Brown Tabby,,04/02/2025 12:00:00 AM,07/02/2025 03:50:00 PM,40
08/06/2025 04:38:00 PM,13230,,Reclaimed,,Cat,Male,Yes,Domestic Shorthair,Black,,08/03/2022 12:00:00 AM,08/03/2025 04:03:00 PM,3
01/04/2026 12:33:00 PM,19820,,Transfer Out,,Dog,Male,No,Poodle - Miniature,Black,Grey,12/30/2023 12:00:00 AM,12/29/2025 07:30:00 PM,5
09/08/2025 03:31:19 PM,12066,Jasper,Adopted Altered,,Dog,Male,Yes,Labrador Retriever,Tan,,04/15/2025 12:00:00 AM,07/15/2025 01:47:00 PM,55
05/13/2025 11:31:00 AM,6983,Unknown,Transfer Out,,Dog,Male,No,German Shepherd,White,White,04/25/2025 12:00:00 AM,05/06/2025 11:46:00 AM,6
07/17/2025 04:04:00 PM,12262,,Transfer Out,,Cat,Male,No,Domestic Shorthair,White,Orange Tabby,06/26/2025 12:00:00 AM,07/17/2025 11:24:00 AM,0
